市場,順位,順位変動,前日順位,コード,銘柄名,現在値,前日比,前日比%,寄付からの値上がり率
"東証プライム","1","→","1","4392","ＦＩＧ","1,230.0","+180.0","+17.14%","14.63%"
"東証プライム","2","↑18","20","590A","ギフティグループ","1,376.0","+188.0","+15.82%","12.79%"
"東証プライム","3","↑77","80","3763","プロシップ","2,503.0","+481.0","+23.79%","12.19%"
"東証プライム","4","NEW","","285A","キオクシアＨＤ","61,840.0","+8,100.0","+15.07%","10.74%"
"東証プライム","5","NEW","","5074","テスホールディングス","686.0","+37.0","+5.70%","8.16%"
"東証プライム","6","NEW","","6387","サムコ","10,650.0","+750.0","+7.58%","7.32%"
"東証プライム","7","NEW","","6941","山一電機","9,040.0","+660.0","+7.88%","7.19%"
"東証プライム","8","↑10","18","4022","ラサ工","2,535.0","+165.0","+6.96%","6.90%"
"東証プライム","9","NEW","","4025","多木化学","6,210.0","+400.0","+6.88%","6.76%"
"東証プライム","10","NEW","","6278","ユニオンツール","17,160.0","+790.0","+4.83%","6.70%"
"東証プライム","11","↑21","32","8132","シナネンＨＤ","8,800.0","+880.0","+11.11%","6.59%"
"東証プライム","12","NEW","","7826","フルヤ金属","9,160.0","+650.0","+7.64%","6.11%"
"東証プライム","13","NEW","","6787","メイコー","19,360.0","+1,110.0","+6.08%","6.04%"
"東証プライム","14","NEW","","4971","メック","7,970.0","+430.0","+5.70%","6.02%"
"東証プライム","15","NEW","","3660","アイスタイル","560.0","+43.0","+8.32%","5.89%"
"東証プライム","16","NEW","","6135","牧野フライス","16,430.0","+1,080.0","+7.04%","5.66%"
"東証プライム","17","NEW","","6071","ＩＢＪ","940.0","+99.0","+11.77%","5.53%"
"東証プライム","18","NEW","","6800","ヨコオ","4,445.0","+240.0","+5.71%","5.51%"
"東証プライム","19","NEW","","5803","フジクラ","6,078.0","+413.0","+7.29%","5.40%"
"東証プライム","20","NEW","","3110","日東紡","3,440.0","+275.0","+8.69%","4.94%"
"東証プライム","21","NEW","","4182","菱瓦斯化","4,226.0","+207.0","+5.15%","4.85%"
"東証プライム","22","NEW","","6622","ダイヘン","14,540.0","+630.0","+4.53%","4.68%"
"東証プライム","23","↑28","51","8364","清水銀","3,185.0","+110.0","+3.58%","4.55%"
"東証プライム","24","NEW","","9902","日伝","3,215.0","+140.0","+4.55%","4.35%"
"東証プライム","25","NEW","","7868","広済堂ＨＤ","577.0","+27.0","+4.91%","4.33%"
"東証プライム","26","↓5","21","2413","エムスリー","1,732.0","+34.5","+2.03%","4.30%"
"東証プライム","27","NEW","","6875","メガチップス","11,790.0","+540.0","+4.80%","4.16%"
"東証プライム","28","NEW","","7384","プロクレアＨＤ","4,765.0","+140.0","+3.03%","4.09%"
"東証プライム","29","NEW","","6584","三桜工","855.0","+33.0","+4.01%","3.98%"
"東証プライム","30","NEW","","7717","Ｖテク","6,080.0","+270.0","+4.65%","3.95%"
"東証プライム","31","NEW","","6363","酉島製","3,295.0","+135.0","+4.27%","3.95%"
"東証プライム","32","NEW","","6616","トレックスセミ","2,159.0","+84.0","+4.05%","3.89%"
"東証プライム","33","NEW","","166A","タスキＨＤ","1,192.0","+47.0","+4.10%","3.86%"
"東証プライム","34","↑7","41","6298","ワイエイシイＨＤ","1,378.0","+60.0","+4.55%","3.85%"
"東証プライム","35","NEW","","5706","三井金属","31,590.0","+2,215.0","+7.54%","3.83%"
"東証プライム","36","NEW","","6464","ツバキ・ナカシマ","340.0","+13.0","+3.98%","3.82%"
"東証プライム","37","NEW","","6264","マルマエ","2,232.0","+85.0","+3.96%","3.81%"
"東証プライム","38","NEW","","6361","荏原製","5,482.0","-378.0","-6.45%","3.78%"
"東証プライム","39","NEW","","4062","イビデン","21,580.0","+795.0","+3.82%","3.68%"
"東証プライム","40","NEW","","4027","テイカ","2,499.0","+100.0","+4.17%","3.60%"
"東証プライム","41","NEW","","5802","住友電工","2,473.0","+87.0","+3.65%","3.60%"
"東証プライム","42","NEW","","2533","オエノンＨＤ","475.0","+17.0","+3.71%","3.58%"
"東証プライム","43","NEW","","6564","ミダックＨＤ","2,225.0","+29.0","+1.32%","3.55%"
"東証プライム","44","NEW","","1938","日リーテック","2,510.0","+69.0","+2.83%","3.55%"
"東証プライム","45","NEW","","2737","トーメンデバ","32,550.0","+1,150.0","+3.66%","3.53%"
"東証プライム","46","NEW","","6194","アトラエ","909.0","+18.0","+2.02%","3.52%"
"東証プライム","47","NEW","","2170","ＬＩＮＫ＆Ｍ","630.0","+23.0","+3.79%","3.49%"
"東証プライム","48","NEW","","5707","東邦鉛","1,089.0","+8.0","+0.74%","3.49%"
"東証プライム","49","NEW","","3963","シンクロ・フード","373.0","+12.0","+3.32%","3.49%"
"東証プライム","50","NEW","","7942","ＪＳＰ","3,190.0","+105.0","+3.40%","3.45%"
"東証プライム","51","NEW","","8541","愛媛銀","3,190.0","+125.0","+4.08%","3.45%"
"東証プライム","52","NEW","","7038","フロンティアＭ","587.0","+23.0","+4.08%","3.41%"
"東証プライム","53","NEW","","5989","エイチワン","1,552.0","+42.0","+2.78%","3.35%"
"東証プライム","54","NEW","","2802","味の素","5,721.0","+155.0","+2.78%","3.34%"
"東証プライム","55","NEW","","5016","ＪＸ金属","4,000.0","+215.0","+5.68%","3.25%"
"東証プライム","56","NEW","","4082","稀元素","2,085.0","+82.0","+4.09%","3.21%"
"東証プライム","57","NEW","","7721","東京計器","7,780.0","+360.0","+4.85%","3.21%"
"東証プライム","58","NEW","","7366","ＬＩＴＡＬＩＣＯ","1,844.0","+53.0","+2.96%","3.20%"
"東証プライム","59","↑9","68","6763","帝通工","3,035.0","+66.0","+2.22%","3.16%"
"東証プライム","60","NEW","","5805","ＳＷＣＣ","14,680.0","+420.0","+2.95%","3.13%"
"東証プライム","61","NEW","","4324","電通グループ","3,510.0","-268.0","-7.09%","3.11%"
"東証プライム","62","NEW","","6707","サンケン電","8,423.0","+143.0","+1.73%","3.06%"
"東証プライム","63","NEW","","6986","双葉電子","686.0","+20.0","+3.00%","3.06%"
"東証プライム","64","NEW","","4064","カーバイド","3,440.0","+55.0","+1.62%","3.05%"
"東証プライム","65","NEW","","6134","ＦＵＪＩ","8,561.0","+271.0","+3.27%","3.05%"
"東証プライム","66","NEW","","3104","富士紡ＨＤ","3,785.0","+140.0","+3.84%","3.04%"
"東証プライム","67","NEW","","6963","ローム","5,239.0","+223.0","+4.45%","3.02%"
"東証プライム","68","NEW","","6036","ＫｅｅＰｅｒ技研","3,175.0","+217.0","+7.34%","2.99%"
"東証プライム","69","NEW","","6866","日置電","12,370.0","+260.0","+2.15%","2.99%"
"東証プライム","70","NEW","","5801","古河電工","4,298.0","+241.0","+5.94%","2.98%"
"東証プライム","71","NEW","","7071","アンビス","416.0","+20.0","+5.05%","2.88%"
"東証プライム","72","NEW","","6954","ファナック","6,523.0","+88.0","+1.37%","2.88%"
"東証プライム","73","NEW","","4820","ＥＭシステムズ","590.0","+13.0","+2.25%","2.88%"
"東証プライム","74","NEW","","3154","メディアスＨＤ","806.0","+26.0","+3.33%","2.85%"
"東証プライム","75","NEW","","8070","東京産","877.0","-12.0","-1.35%","2.85%"
"東証プライム","76","NEW","","9880","イノテック","3,865.0","+135.0","+3.62%","2.85%"
"東証プライム","77","NEW","","1946","トーエネック","2,167.0","+65.0","+3.09%","2.81%"
"東証プライム","78","NEW","","3915","テラスカイ","2,442.0","+18.0","+0.74%","2.78%"
"東証プライム","79","NEW","","8713","フィデアＨＤ","2,705.0","+75.0","+2.85%","2.77%"
"東証プライム","80","NEW","","9511","沖縄電力","1,142.0","+27.0","+2.42%","2.71%"
"東証プライム","81","↑7","88","3371","ソフトクリエＨＤ","2,069.0","+10.0","+0.49%","2.71%"
"東証プライム","82","NEW","","4481","ベース","3,185.0","-100.0","-3.04%","2.67%"
"東証プライム","83","↓35","48","6572","オープンＧ","263.0","+5.0","+1.94%","2.66%"
"東証プライム","84","NEW","","3696","セレス","2,147.0","+81.0","+3.92%","2.65%"
"東証プライム","85","NEW","","1942","関電工","5,740.0","+220.0","+3.99%","2.61%"
"東証プライム","86","NEW","","5981","東製綱","1,993.0","+66.0","+3.43%","2.61%"
"東証プライム","87","NEW","","6078","バリューＨＲ","1,537.0","+42.0","+2.81%","2.60%"
"東証プライム","88","NEW","","1887","日本国土開発","549.0","+15.0","+2.81%","2.55%"
"東証プライム","89","NEW","","8343","秋田銀","8,770.0","+220.0","+2.57%","2.51%"
"東証プライム","90","NEW","","4755","楽天グループ","777.4","+13.6","+1.78%","2.51%"
"東証プライム","91","NEW","","6516","山洋電気","6,020.0","+120.0","+2.03%","2.49%"
"東証プライム","92","NEW","","6619","ＷＳＣＯＰＥ","162.0","+3.0","+1.89%","2.47%"
"東証プライム","93","NEW","","3679","じげん","446.0","+7.0","+1.59%","2.47%"
"東証プライム","94","NEW","","6143","ソディック","1,825.0","+37.0","+2.07%","2.47%"
"東証プライム","95","NEW","","543A","ＡＲＣＨＩＯＮ","287.0","+11.0","+3.99%","2.44%"
"東証プライム","96","NEW","","7102","日車輌","3,690.0","+95.0","+2.64%","2.44%"
"東証プライム","97","↓72","25","3694","オプティム","456.0","+14.0","+3.17%","2.41%"
"東証プライム","98","NEW","","6418","日金銭","1,304.0","+27.0","+2.11%","2.38%"
"東証プライム","99","NEW","","1815","鉄建建設","4,455.0","+110.0","+2.53%","2.36%"
"東証プライム","100","NEW","","1433","ベステラ","1,190.0","+28.0","+2.41%","2.35%"
"東証スタンダード","1","NEW","","7273","イクヨ","599.0","+1.0","+0.17%","16.86%"
"東証スタンダード","2","NEW","","6276","シリウスＶ","382.0","+24.0","+6.70%","12.57%"
"東証スタンダード","3","NEW","","9115","明海グループ","1,053.0","+150.0","+16.61%","12.25%"
"東証スタンダード","4","↑90","94","6217","津田駒工","928.0","+100.0","+12.08%","10.56%"
"東証スタンダード","5","↑44","49","5985","サンコール","2,358.0","+220.0","+10.29%","9.88%"
