市場,順位,順位変動,前日順位,コード,銘柄名,現在値,前日比,前日比%,寄付からの値上がり率
"東証プライム","1","NEW","","4220","リケンテクノス","2,216.0","+400.0","+22.03%","17.87%"
"東証プライム","2","NEW","","9511","沖縄電力","1,054.0","+123.0","+13.21%","11.86%"
"東証プライム","3","NEW","","4410","ハリマ化成Ｇ","1,120.0","+126.0","+12.68%","10.09%"
"東証プライム","4","NEW","","4461","第一工業","12,620.0","+2,290.0","+22.17%","8.87%"
"東証プライム","5","NEW","","4189","ＫＨネオケム","3,305.0","+280.0","+9.26%","8.47%"
"東証プライム","6","NEW","","6517","デンヨー","4,015.0","+335.0","+9.10%","7.85%"
"東証プライム","7","NEW","","8237","松屋","1,920.0","+163.0","+9.28%","7.81%"
"東証プライム","8","NEW","","9902","日伝","3,085.0","+314.0","+11.33%","7.62%"
"東証プライム","9","NEW","","4221","大倉工","5,550.0","+490.0","+9.68%","7.21%"
"東証プライム","10","NEW","","8473","ＳＢＩ","3,038.0","+212.0","+7.50%","6.93%"
"東証プライム","11","↑17","28","5726","大阪チタ","2,836.0","+237.0","+9.12%","6.88%"
"東証プライム","12","↓2","10","6508","明電舎","9,620.0","+1,260.0","+15.07%","6.86%"
"東証プライム","13","↓8","5","4099","四国化成ＨＤ","2,791.0","+423.0","+17.86%","6.20%"
"東証プライム","14","NEW","","6997","日ケミコン","3,120.0","+492.0","+18.72%","6.15%"
"東証プライム","15","↑15","30","6503","三菱電","5,912.0","+594.0","+11.17%","6.12%"
"東証プライム","16","↑38","54","2767","円谷フィールズＨＤ","2,410.0","-4.0","-0.17%","6.06%"
"東証プライム","17","NEW","","6737","ＥＩＺＯ","2,896.0","+199.0","+7.38%","6.04%"
"東証プライム","18","↑78","96","8065","佐藤商","3,250.0","+245.0","+8.15%","5.85%"
"東証プライム","19","NEW","","9616","共立メンテ","3,472.0","+44.0","+1.28%","5.30%"
"東証プライム","20","NEW","","6379","レイズネクスト","2,911.0","+228.0","+8.50%","5.02%"
"東証プライム","21","↓20","1","6364","ＡＩＲＭＡＮ","2,546.0","+173.0","+7.29%","4.83%"
"東証プライム","22","NEW","","7282","豊田合","5,562.0","+309.0","+5.88%","4.75%"
"東証プライム","23","NEW","","6996","ニチコン","2,929.0","+388.0","+15.27%","4.71%"
"東証プライム","24","NEW","","8303","ＳＢＩ新生銀行","1,491.0","+73.0","+5.15%","4.69%"
"東証プライム","25","NEW","","4661","ＯＬＣ","3,167.0","+247.0","+8.46%","4.52%"
"東証プライム","26","NEW","","9279","ギフトＨＤ","5,130.0","+60.0","+1.18%","4.48%"
"東証プライム","27","NEW","","5707","東邦鉛","881.0","+68.0","+8.36%","4.31%"
"東証プライム","28","NEW","","9024","西武ホールディングス","3,562.0","-57.0","-1.58%","4.30%"
"東証プライム","29","NEW","","6473","ジェイテクト","2,216.0","+115.0","+5.47%","4.24%"
"東証プライム","30","NEW","","1515","日鉄鉱","3,025.0","+288.0","+10.52%","4.17%"
"東証プライム","31","NEW","","6323","ローツェ","3,989.0","+583.0","+17.12%","4.09%"
"東証プライム","32","↑23","55","2980","ＳＲＥＨＤ","2,729.0","+82.0","+3.10%","4.07%"
"東証プライム","33","NEW","","5713","住友鉱","8,185.0","+755.0","+10.16%","4.04%"
"東証プライム","34","NEW","","9037","ハマキョウ","1,835.0","-6.0","-0.33%","4.03%"
"東証プライム","35","NEW","","6702","富士通","3,659.0","-243.0","-6.23%","4.02%"
"東証プライム","36","NEW","","3097","物語コーポ","5,480.0","+120.0","+2.24%","4.01%"
"東証プライム","37","↑44","81","6785","鈴木","2,998.0","+140.0","+4.90%","4.00%"
"東証プライム","38","NEW","","3656","ＫＬａｂ","226.0","+6.0","+2.73%","3.98%"
"東証プライム","39","NEW","","7715","長野計器","3,770.0","+350.0","+10.23%","3.98%"
"東証プライム","40","NEW","","9507","四国電力","1,666.0","+77.0","+4.85%","3.96%"
"東証プライム","41","NEW","","8368","百五銀","2,017.0","+136.0","+7.23%","3.92%"
"東証プライム","42","NEW","","9766","コナミグループ","20,640.0","-1,200.0","-5.49%","3.88%"
"東証プライム","43","NEW","","7202","いすゞ自","2,402.5","-57.5","-2.34%","3.85%"
"東証プライム","44","NEW","","6652","ＩＤＥＣ","3,535.0","+220.0","+6.64%","3.82%"
"東証プライム","45","NEW","","7976","三菱鉛筆","2,771.0","+152.0","+5.80%","3.75%"
"東証プライム","46","NEW","","5563","新日本電工","428.0","+27.0","+6.73%","3.74%"
"東証プライム","47","NEW","","9110","ユナイテド海","8,040.0","+300.0","+3.88%","3.73%"
"東証プライム","48","NEW","","8133","エネクス","2,170.0","+71.0","+3.38%","3.69%"
"東証プライム","49","NEW","","6620","宮越ＨＤ","672.0","+30.0","+4.67%","3.57%"
"東証プライム","50","NEW","","6080","Ｍ＆Ａキャピタル","3,885.0","+65.0","+1.70%","3.47%"
"東証プライム","51","NEW","","8818","京阪神ビ","1,149.0","+28.0","+2.50%","3.39%"
"東証プライム","52","NEW","","9697","カプコン","3,964.0","-143.0","-3.48%","3.38%"
"東証プライム","53","NEW","","3994","マネーフォワード","5,455.0","+84.0","+1.56%","3.37%"
"東証プライム","54","NEW","","6745","ホーチキ","1,930.0","+65.0","+3.49%","3.37%"
"東証プライム","55","NEW","","6727","ワコム","780.0","-31.0","-3.82%","3.33%"
"東証プライム","56","NEW","","5142","アキレス","1,298.0","+57.0","+4.59%","3.31%"
"東証プライム","57","NEW","","4229","群栄化","4,380.0","+420.0","+10.61%","3.31%"
"東証プライム","58","NEW","","7832","バンダイナムコ","4,609.0","-130.0","-2.74%","3.25%"
"東証プライム","59","NEW","","4188","三菱ケミカルグループ","1,188.0","+50.5","+4.44%","3.20%"
"東証プライム","60","NEW","","6235","オプトラン","3,005.0","+301.0","+11.13%","3.16%"
"東証プライム","61","NEW","","7952","河合楽器","3,480.0","+90.0","+2.65%","3.16%"
"東証プライム","62","↑23","85","8613","丸三証","1,216.0","+39.0","+3.31%","3.13%"
"東証プライム","63","NEW","","4275","カーリット","2,321.0","+136.0","+6.22%","3.06%"
"東証プライム","64","NEW","","4543","テルモ","2,324.0","-91.5","-3.79%","3.06%"
"東証プライム","65","NEW","","6194","アトラエ","861.0","+22.0","+2.62%","3.02%"
"東証プライム","66","↑7","73","9552","クオンツ総研ＨＤ","928.0","-1.0","-0.11%","3.02%"
"東証プライム","67","NEW","","6800","ヨコオ","4,035.0","+470.0","+13.18%","2.97%"
"東証プライム","68","NEW","","2491","Ｖコマース","473.0","+13.0","+2.83%","2.96%"
"東証プライム","69","NEW","","3660","アイスタイル","442.0","+7.0","+1.61%","2.94%"
"東証プライム","70","↓58","12","6368","オルガノ","14,680.0","+1,195.0","+8.86%","2.93%"
"東証プライム","71","NEW","","8697","ＪＰＸ","2,192.5","+28.5","+1.32%","2.90%"
"東証プライム","72","↓5","67","6264","マルマエ","2,019.0","+220.0","+12.23%","2.87%"
"東証プライム","73","NEW","","5310","東洋炭素","6,620.0","+550.0","+9.06%","2.87%"
"東証プライム","74","NEW","","6143","ソディック","1,682.0","+147.0","+9.58%","2.85%"
"東証プライム","75","NEW","","8061","西華産","2,630.0","+137.0","+5.50%","2.85%"
"東証プライム","76","NEW","","4443","Ｓａｎｓａｎ","1,989.0","-25.0","-1.24%","2.82%"
"東証プライム","77","↓30","47","6472","ＮＴＮ","391.0","+18.1","+4.85%","2.81%"
"東証プライム","78","↓21","57","8050","セイコーＧ","7,940.0","+680.0","+9.37%","2.77%"
"東証プライム","79","NEW","","7453","良品計画","4,177.0","-47.0","-1.11%","2.75%"
"東証プライム","80","↓30","50","6254","野村マイクロ","4,010.0","+460.0","+12.96%","2.74%"
"東証プライム","81","NEW","","6490","ＰＩＬＬＡＲ","9,490.0","+890.0","+10.35%","2.74%"
"東証プライム","82","NEW","","6914","オプテックスグループ","3,475.0","+230.0","+7.09%","2.73%"
"東証プライム","83","NEW","","8053","住友商","1,670.0","+78.0","+4.90%","2.69%"
"東証プライム","84","NEW","","9449","ＧＭＯ","4,254.0","+42.0","+1.00%","2.63%"
"東証プライム","85","NEW","","4025","多木化学","4,965.0","+135.0","+2.80%","2.62%"
"東証プライム","86","↑8","94","6986","双葉電子","615.0","+28.0","+4.77%","2.60%"
"東証プライム","87","NEW","","546A","ＭＩＲＡＩＮＩ","2,310.0","+111.0","+5.05%","2.60%"
"東証プライム","88","NEW","","9602","東宝","1,522.0","-59.5","-3.76%","2.60%"
"東証プライム","89","NEW","","3179","シュッピン","1,355.0","+11.0","+0.82%","2.58%"
"東証プライム","90","NEW","","590A","ギフティグループ","1,052.0","+15.0","+1.45%","2.57%"
"東証プライム","91","NEW","","7381","ＣＣＩグループ","1,107.0","+43.0","+4.04%","2.53%"
"東証プライム","92","NEW","","4578","大塚ＨＤ","11,100.0","-205.0","-1.81%","2.52%"
"東証プライム","93","NEW","","9531","東瓦斯","6,219.0","-44.0","-0.70%","2.51%"
"東証プライム","94","NEW","","6758","ソニーグループ","3,787.0","-22.0","-0.58%","2.48%"
"東証プライム","95","NEW","","6345","アイチ","1,451.0","+11.0","+0.76%","2.48%"
"東証プライム","96","↓25","71","8622","水戸証","815.0","+18.0","+2.26%","2.45%"
"東証プライム","97","↓60","37","8154","加賀電子","4,695.0","+225.0","+5.03%","2.45%"
"東証プライム","98","NEW","","5714","ＤＯＷＡ","8,235.0","+245.0","+3.07%","2.44%"
"東証プライム","99","NEW","","4390","ｉｐｓ","3,485.0","+115.0","+3.41%","2.44%"
"東証プライム","100","NEW","","6196","ストライクＧ","1,322.0","-65.0","-4.69%","2.42%"
"東証スタンダード","1","NEW","","4463","日華化学","2,006.0","+263.0","+15.09%","13.06%"
"東証スタンダード","2","↑31","33","6144","西部電機","3,195.0","+331.0","+11.56%","10.49%"
"東証スタンダード","3","NEW","","2805","エスビー食","6,600.0","+730.0","+12.44%","10.00%"
"東証スタンダード","4","NEW","","7709","クボテック","40.0","+3.0","+8.11%","10.00%"
"東証スタンダード","5","NEW","","8918","ランド","11.0","+1.0","+10.00%","9.09%"
"東証スタンダード","6","NEW","","8995","誠建設","990.0","+103.0","+11.61%","8.89%"
"東証スタンダード","7","NEW","","5367","ニッカトー","1,230.0","+229.0","+22.88%","8.86%"
"東証スタンダード","8","→","8","1382","ホーブ","950.0","+62.0","+6.98%","8.11%"
"東証スタンダード","9","↑2","11","3131","シンデンハイテク","4,100.0","+600.0","+17.14%","7.80%"
"東証スタンダード","10","↑60","70","3350","メタプラネット","245.0","+22.0","+9.87%","7.76%"
"東証スタンダード","11","↑81","92","5341","ＡＳＡＨＩ　ＥＩＴＯ","148.0","+8.0","+5.71%","7.43%"
"東証スタンダード","12","↑23","35","6228","ジェイ・イー・ティ","565.0","+66.0","+13.23%","7.08%"
"東証スタンダード","13","NEW","","6870","日本フェンオール","2,634.0","+225.0","+9.34%","6.64%"
"東証スタンダード","14","NEW","","7218","田中精密","1,075.0","+70.0","+6.97%","6.51%"
"東証スタンダード","15","↑65","80","4736","日本ラッド","635.0","+36.0","+6.01%","6.46%"
"東証スタンダード","16","↑79","95","6335","東京機","716.0","+40.0","+5.92%","6.42%"
