市場,順位,順位変動,前日順位,コード,銘柄名,現在値,前日比,前日比%,寄付からの値上がり率
"東証プライム","1","NEW","","3445","ＲＳＴＥＣＨ","7,100.0","+830.0","+13.24%","10.28%"
"東証プライム","2","NEW","","4911","資生堂","3,277.0","+232.0","+7.62%","6.50%"
"東証プライム","3","NEW","","1518","三井松島ＨＤ","2,381.0","+140.0","+6.25%","5.92%"
"東証プライム","4","NEW","","4194","ビジョナル","9,060.0","+673.0","+8.02%","5.85%"
"東証プライム","5","↓2","3","8541","愛媛銀","2,917.0","+123.0","+4.40%","5.73%"
"東証プライム","6","NEW","","8798","アドバンスクリエイト","129.0","+7.0","+5.74%","5.43%"
"東証プライム","7","NEW","","7550","ゼンショーＨＤ","9,696.0","+569.0","+6.23%","5.42%"
"東証プライム","8","↑31","39","3923","ラクス","1,030.0","+69.2","+7.20%","5.34%"
"東証プライム","9","NEW","","5032","ＡＮＹＣＯＬＯＲ","2,637.0","+164.0","+6.63%","5.20%"
"東証プライム","10","NEW","","5830","いよぎんＨＤ","3,785.0","+229.0","+6.44%","5.15%"
"東証プライム","11","↓9","2","3697","ＳＨＩＦＴ","882.2","+75.2","+9.32%","5.12%"
"東証プライム","12","NEW","","543A","ＡＲＣＨＩＯＮ","293.0","+13.0","+4.64%","5.12%"
"東証プライム","13","NEW","","6330","洋エンジ","2,095.0","+211.0","+11.20%","5.11%"
"東証プライム","14","↓1","13","2492","インフォマート","550.0","+29.0","+5.57%","5.09%"
"東証プライム","15","↑83","98","8173","Ｊｏｓｈｉｎ","3,910.0","+140.0","+3.71%","4.99%"
"東証プライム","16","NEW","","4684","オービック","4,485.0","+293.0","+6.99%","4.97%"
"東証プライム","17","NEW","","7095","ＭａｃｂｅｅＰ","1,208.0","+67.0","+5.87%","4.97%"
"東証プライム","18","NEW","","9603","Ｈ．Ｉ．Ｓ．","1,051.0","+65.0","+6.59%","4.95%"
"東証プライム","19","NEW","","3659","ネクソン","2,444.5","+166.5","+7.31%","4.89%"
"東証プライム","20","NEW","","3661","エムアップＨＤ","786.0","+50.0","+6.79%","4.83%"
"東証プライム","21","NEW","","4901","富士フイルム","3,831.0","+205.0","+5.65%","4.83%"
"東証プライム","22","NEW","","6305","日立建機","5,680.0","+328.0","+6.13%","4.67%"
"東証プライム","23","NEW","","7780","メニコン","1,765.0","+90.0","+5.37%","4.65%"
"東証プライム","24","NEW","","3635","コーエーテクモ","1,596.0","+93.0","+6.19%","4.61%"
"東証プライム","25","NEW","","7202","いすゞ自","2,410.0","+138.0","+6.07%","4.56%"
"東証プライム","26","NEW","","7974","任天堂","7,431.0","+462.0","+6.63%","4.56%"
"東証プライム","27","↑50","77","4722","フューチャー","2,368.0","+158.0","+7.15%","4.56%"
"東証プライム","28","↓1","27","9278","ブックオフＧＨＤ","2,722.0","+124.0","+4.77%","4.48%"
"東証プライム","29","NEW","","5707","東邦鉛","858.0","+48.0","+5.93%","4.43%"
"東証プライム","30","NEW","","9706","日空ビル","5,600.0","+304.0","+5.74%","4.41%"
"東証プライム","31","NEW","","8237","松屋","1,778.0","+90.0","+5.33%","4.39%"
"東証プライム","32","NEW","","7832","バンダイナムコ","4,419.0","+308.0","+7.49%","4.37%"
"東証プライム","33","↑15","48","4661","ＯＬＣ","2,831.5","+149.0","+5.55%","4.36%"
"東証プライム","34","NEW","","3660","アイスタイル","437.0","+25.0","+6.07%","4.35%"
"東証プライム","35","NEW","","3984","ユーザーローカル","1,805.0","+93.0","+5.43%","4.32%"
"東証プライム","36","NEW","","6027","弁護士ドットコム","2,316.0","+117.0","+5.32%","4.27%"
"東証プライム","37","NEW","","6804","ホシデン","2,840.0","+75.0","+2.71%","4.26%"
"東証プライム","38","NEW","","8050","セイコーＧ","7,760.0","+440.0","+6.01%","4.25%"
"東証プライム","39","NEW","","9766","コナミグループ","19,480.0","+1,160.0","+6.33%","4.21%"
"東証プライム","40","↑39","79","9889","ＪＢＣＣ　ＨＤ","1,545.0","+95.0","+6.55%","4.21%"
"東証プライム","41","NEW","","4956","コニシ","1,481.0","+64.0","+4.52%","4.19%"
"東証プライム","42","NEW","","4686","ジャストシステム","3,960.0","+235.0","+6.31%","4.17%"
"東証プライム","43","NEW","","8011","三陽商","4,845.0","+220.0","+4.76%","4.13%"
"東証プライム","44","NEW","","4324","電通グループ","3,561.0","+179.0","+5.29%","4.07%"
"東証プライム","45","NEW","","7725","インターアクション","1,772.0","+72.0","+4.24%","4.06%"
"東証プライム","46","↓20","26","6460","セガサミーＨＤ","2,664.0","+144.0","+5.71%","4.05%"
"東証プライム","47","NEW","","3156","レスター","3,705.0","+165.0","+4.66%","4.05%"
"東証プライム","48","NEW","","5110","住友ゴム","2,240.5","+101.0","+4.72%","4.04%"
"東証プライム","49","NEW","","590A","ギフティグループ","1,041.0","+43.0","+4.31%","4.03%"
"東証プライム","50","NEW","","8729","ソニーＦＧ","162.0","+7.7","+4.99%","4.01%"
"東証プライム","51","↓4","47","6532","ベイカレント","7,106.0","+584.0","+8.95%","4.00%"
"東証プライム","52","NEW","","3064","ＭＲＯ","1,980.0","+113.0","+6.05%","3.99%"
"東証プライム","53","NEW","","429A","テクセンド","4,290.0","+185.0","+4.51%","3.96%"
"東証プライム","54","NEW","","4680","ラウンドワン","1,234.0","+58.0","+4.93%","3.93%"
"東証プライム","55","NEW","","4768","大塚商会","3,193.0","+167.0","+5.52%","3.91%"
"東証プライム","56","NEW","","6849","日本光電","1,600.0","+86.0","+5.68%","3.91%"
"東証プライム","57","NEW","","3132","マクニカＨＤ","3,579.0","+201.0","+5.95%","3.88%"
"東証プライム","58","NEW","","6592","マブチモーター","1,705.5","+92.0","+5.70%","3.87%"
"東証プライム","59","NEW","","6465","ホシザキ","5,706.0","+271.0","+4.99%","3.86%"
"東証プライム","60","NEW","","6702","富士通","3,482.0","+203.0","+6.19%","3.82%"
"東証プライム","61","NEW","","5262","日ヒューム","1,074.0","+49.0","+4.78%","3.82%"
"東証プライム","62","NEW","","4307","ＮＲＩ","5,196.0","+261.0","+5.29%","3.81%"
"東証プライム","63","NEW","","4922","コーセーＨＤ","5,756.0","+266.0","+4.85%","3.79%"
"東証プライム","64","NEW","","3086","Ｊフロント","3,066.0","+128.5","+4.37%","3.78%"
"東証プライム","65","NEW","","4902","コニカミノルタ","682.4","+35.8","+5.54%","3.78%"
"東証プライム","66","NEW","","7942","ＪＳＰ","2,543.0","+97.0","+3.97%","3.78%"
"東証プライム","67","NEW","","6436","アマノ","4,039.0","+160.0","+4.12%","3.76%"
"東証プライム","68","↑2","70","9042","阪急阪神","4,902.0","+183.0","+3.88%","3.73%"
"東証プライム","69","↓12","57","6200","インソース","752.0","+28.0","+3.87%","3.72%"
"東証プライム","70","NEW","","9044","ＮＡＮＫＡＩ","3,064.0","+139.0","+4.75%","3.72%"
"東証プライム","71","↑7","78","7003","三井Ｅ＆Ｓ","5,122.0","+245.0","+5.02%","3.71%"
"東証プライム","72","NEW","","4751","サイバーエージェント","1,472.5","+68.0","+4.84%","3.70%"
"東証プライム","73","NEW","","6136","ＯＳＧ","4,007.0","+147.0","+3.81%","3.67%"
"東証プライム","74","↑12","86","8136","サンリオ","1,245.5","+86.0","+7.42%","3.65%"
"東証プライム","75","NEW","","3179","シュッピン","1,292.0","+52.0","+4.19%","3.64%"
"東証プライム","76","NEW","","4776","ＣＹＢＯＺＵ","2,625.0","+140.0","+5.63%","3.62%"
"東証プライム","77","NEW","","2491","Ｖコマース","471.0","+17.0","+3.74%","3.61%"
