市場,順位,順位変動,前日順位,コード,銘柄名,現在値,前日比,前日比%,寄付からの値上がり率
"東証プライム","1","↑46","47","7826","フルヤ金属","9,810.0","+700.0","+7.68%","8.15%"
"東証プライム","2","NEW","","4005","住友化","620.1","+47.9","+8.37%","7.40%"
"東証プライム","3","NEW","","9508","九州電力","2,192.5","+165.5","+8.16%","7.05%"
"東証プライム","4","↑29","33","6440","ＪＵＫＩ","763.0","+42.0","+5.83%","6.95%"
"東証プライム","5","NEW","","4183","三井化学","2,320.0","+133.0","+6.08%","6.57%"
"東証プライム","6","NEW","","3101","東洋紡","1,773.0","+99.0","+5.91%","6.09%"
"東証プライム","7","NEW","","4188","三菱ケミカルグループ","1,266.5","+60.5","+5.02%","5.76%"
"東証プライム","8","NEW","","1515","日鉄鉱","3,975.0","+155.0","+4.06%","5.66%"
"東証プライム","9","NEW","","9501","東電力ＨＤ","572.3","+34.2","+6.36%","5.64%"
"東証プライム","10","NEW","","9509","北海電力","1,171.0","+67.5","+6.12%","5.25%"
"東証プライム","11","↑88","99","8061","西華産","3,290.0","+100.0","+3.13%","5.17%"
"東証プライム","12","NEW","","9507","四国電力","2,077.0","+109.0","+5.54%","5.03%"
"東証プライム","13","NEW","","9505","北陸電力","1,070.0","+51.0","+5.00%","4.95%"
"東証プライム","14","↑67","81","9503","関西電力","2,955.0","+144.5","+5.14%","4.91%"
"東証プライム","15","NEW","","6310","井関農","1,960.0","+101.0","+5.43%","4.90%"
"東証プライム","16","NEW","","9502","中部電力","2,999.0","+125.5","+4.37%","4.85%"
"東証プライム","17","NEW","","5019","出光興産","1,482.5","+62.5","+4.40%","4.79%"
"東証プライム","18","NEW","","6395","タダノ","1,448.0","+62.0","+4.47%","4.77%"
"東証プライム","19","NEW","","5423","東製鉄","1,819.0","+95.0","+5.51%","4.73%"
"東証プライム","20","NEW","","1946","トーエネック","2,315.0","+125.0","+5.71%","4.71%"
"東証プライム","21","NEW","","4631","ＤＩＣ","5,295.0","+256.0","+5.08%","4.66%"
"東証プライム","22","NEW","","9506","東北電力","1,384.5","+54.5","+4.10%","4.66%"
"東証プライム","23","NEW","","5711","三菱マ","5,926.0","+266.0","+4.70%","4.56%"
"東証プライム","24","NEW","","5563","新日本電工","461.0","+20.0","+4.54%","4.56%"
"東証プライム","25","NEW","","8015","豊田通商","7,707.0","+229.0","+3.06%","4.53%"
"東証プライム","26","NEW","","4205","日ゼオン","2,618.0","+103.0","+4.10%","4.51%"
"東証プライム","27","NEW","","543A","ＡＲＣＨＩＯＮ","289.0","+13.0","+4.71%","4.50%"
"東証プライム","28","NEW","","4471","三洋化成","6,660.0","+220.0","+3.42%","4.35%"
"東証プライム","29","NEW","","5703","日軽金ＨＤ","3,135.0","+105.0","+3.47%","4.31%"
"東証プライム","30","NEW","","5440","共英製鋼","2,138.0","+75.0","+3.64%","4.26%"
"東証プライム","31","NEW","","6118","アイダ","1,224.0","+44.0","+3.73%","4.25%"
"東証プライム","32","NEW","","8053","住友商","1,849.5","+58.0","+3.24%","4.24%"
"東証プライム","33","NEW","","6976","太陽誘電","9,283.0","+99.0","+1.08%","4.15%"
"東証プライム","34","NEW","","9824","泉州電業","7,570.0","+230.0","+3.13%","4.10%"
"東証プライム","35","NEW","","9504","中国電力","1,055.0","+46.5","+4.61%","4.08%"
"東証プライム","36","NEW","","6326","クボタ","3,004.0","+71.5","+2.44%","4.04%"
"東証プライム","37","NEW","","2768","双日","5,813.0","+209.0","+3.73%","4.01%"
"東証プライム","38","NEW","","4997","日農薬","1,323.0","+45.0","+3.52%","4.01%"
"東証プライム","39","NEW","","8002","丸紅","5,122.0","+194.0","+3.94%","3.94%"
"東証プライム","40","↑18","58","4027","テイカ","2,511.0","+77.0","+3.16%","3.94%"
"東証プライム","41","NEW","","9534","北海瓦斯","888.0","+35.0","+4.10%","3.94%"
"東証プライム","42","NEW","","6958","ＣＭＫ","787.0","+26.0","+3.42%","3.94%"
"東証プライム","43","NEW","","6178","日本郵政","2,554.0","+67.5","+2.71%","3.90%"
"東証プライム","44","NEW","","4902","コニカミノルタ","696.0","+29.2","+4.38%","3.88%"
"東証プライム","45","NEW","","5713","住友鉱","11,345.0","+230.0","+2.07%","3.83%"
"東証プライム","46","NEW","","3401","帝人","1,825.0","+67.0","+3.81%","3.81%"
"東証プライム","47","↑39","86","5301","東海カーボン","1,907.0","+96.0","+5.30%","3.72%"
"東証プライム","48","NEW","","7513","コジマ","1,431.0","+46.0","+3.32%","3.70%"
"東証プライム","49","NEW","","5020","ＥＮＥＯＳ","1,389.0","+50.0","+3.73%","3.67%"
"東証プライム","50","NEW","","5142","アキレス","1,912.0","+54.0","+2.91%","3.66%"
"東証プライム","51","↓8","43","6480","日トムソン","1,805.0","+9.0","+0.50%","3.66%"
"東証プライム","52","NEW","","9678","カナモト","5,750.0","+220.0","+3.98%","3.65%"
"東証プライム","53","NEW","","6770","アルプスアルパイン","2,331.5","+74.5","+3.30%","3.62%"
"東証プライム","54","↓40","14","4228","積水化成","636.0","+18.0","+2.91%","3.62%"
"東証プライム","55","NEW","","2531","宝ＨＬＤ","2,186.0","+58.5","+2.75%","3.57%"
